time,station,direction,buses
24301,X18,0,"(6, 6)"
24301,X08,0,"(0, 0)"
24302,X01,1,"(5, 5)"
24302,X18,0,"(6, 6)"
24302,X13,0,"(4, 4)"
24303,X18,0,"(6, 6)"
24303,X13,0,"(4, 4)"
24303,X01,1,"(5, 5)"
24304,X18,0,"(6, 6)"
24304,X13,0,"(4, 4)"
24305,X13,0,"(4, 4)"
24305,X18,0,"(6, 6)"
24306,X18,0,"(6, 6)"
24306,X13,0,"(4, 4)"
24307,X13,0,"(4, 4)"
24308,X10,1,"(1, 1)"
24308,X13,0,"(4, 4)"
24309,X10,1,"(1, 1)"
24309,X13,0,"(4, 4)"
24310,X10,1,"(1, 1)"
24311,X10,1,"(1, 1)"
24312,X10,1,"(1, 1)"
24313,X10,1,"(1, 1)"
24314,X10,1,"(1, 1)"
24315,X10,1,"(1, 1)"
24316,X10,1,"(1, 1)"
24317,X10,1,"(1, 1)"
24337,X20,1,"(12, 12)"
24338,X20,1,"(12, 12)"
24339,X20,1,"(12, 12)"
24340,X20,1,"(12, 12)"
24341,X20,1,"(12, 12)"
24342,X20,1,"(12, 12)"
24343,X04,0,"(11, 11)"
24343,X20,1,"(12, 12)"
24344,X20,1,"(12, 12)"
24344,X04,0,"(11, 11)"
24345,X04,0,"(11, 11)"
24345,X20,1,"(12, 12)"
24346,X04,0,"(11, 11)"
24347,X04,0,"(11, 11)"
24348,X04,0,"(11, 11)"
24349,X04,0,"(11, 11)"
24350,X04,0,"(11, 11)"
24351,X04,0,"(11, 11)"
24352,X04,0,"(11, 11)"
24353,X04,0,"(11, 11)"
24354,X04,0,"(11, 11)"
24354,X02,0,"(9, 9)"
24355,X04,0,"(11, 11)"
24355,X02,0,"(9, 9)"
24356,X04,0,"(11, 11)"
24356,X02,0,"(9, 9)"
24357,X02,0,"(9, 9)"
24358,X02,0,"(9, 9)"
24359,X02,0,"(9, 9)"
24360,X02,0,"(9, 9)"
24361,X02,0,"(9, 9)"
24362,X02,0,"(9, 9)"
24363,X02,0,"(9, 9)"
24364,X02,0,"(9, 9)"
24366,X07,0,"(0, 0)"
24367,X07,0,"(0, 0)"
24368,X02,1,"(5, 5)"
24368,X07,0,"(0, 0)"
