time,station,direction,buses
4509,X15,1,"(3, 3)"
4510,X15,1,"(3, 3)"
4511,X15,1,"(3, 3)"
4512,X15,1,"(3, 3)"
4513,X15,1,"(3, 3)"
4513,X18,0,"(10, 10)"
4514,X14,0,"(8, 8)"
4514,X15,1,"(3, 3)"
4514,X18,0,"(10, 10)"
4515,X14,0,"(8, 8)"
4515,X18,0,"(10, 10)"
4516,X18,0,"(10, 10)"
4516,X14,0,"(8, 8)"
4517,X18,0,"(10, 10)"
4517,X14,0,"(8, 8)"
4518,X18,0,"(10, 10)"
4518,X14,0,"(8, 8)"
4519,X14,0,"(8, 8)"
4519,X18,0,"(10, 10)"
4520,X18,0,"(10, 10)"
4520,X14,0,"(8, 8)"
4521,X18,0,"(10, 10)"
4521,X14,0,"(8, 8)"
4522,X14,0,"(8, 8)"
4522,X18,0,"(10, 10)"
4522,X07,0,"(4, 4)"
4523,X07,0,"(4, 4)"
4523,X18,0,"(10, 10)"
4523,X14,0,"(8, 8)"
4524,X07,0,"(4, 4)"
4524,X14,0,"(8, 8)"
4524,X18,0,"(10, 10)"
4525,X14,0,"(8, 8)"
4525,X18,0,"(10, 10)"
4525,X07,0,"(4, 4)"
4526,X18,0,"(10, 10)"
4526,X07,0,"(4, 4)"
4526,X14,0,"(8, 8)"
4527,X14,0,"(8, 8)"
4527,X18,0,"(10, 10)"
4527,X07,0,"(4, 4)"
4528,X18,0,"(10, 10)"
4528,X07,0,"(4, 4)"
4528,X14,0,"(8, 8)"
4529,X07,0,"(4, 4)"
4529,X18,0,"(10, 10)"
4529,X14,0,"(8, 8)"
4530,X18,0,"(10, 10)"
4530,X07,0,"(4, 4)"
4531,X07,0,"(4, 4)"
4531,X18,0,"(10, 10)"
4532,X18,0,"(10, 10)"
4532,X07,0,"(4, 4)"
4533,X18,0,"(10, 10)"
4533,X07,0,"(4, 4)"
4533,X19,1,"(13, 13)"
4534,X18,0,"(10, 10)"
4534,X19,1,"(13, 13)"
4535,X18,0,"(10, 10)"
4535,X19,1,"(13, 13)"
4535,X03,1,"(9, 9)"
4536,X03,1,"(9, 9)"
4536,X18,0,"(10, 10)"
4536,X19,1,"(13, 13)"
4537,X03,1,"(9, 9)"
4537,X18,0,"(10, 10)"
4537,X19,1,"(13, 13)"
4538,X19,1,"(13, 13)"
4538,X18,0,"(10, 10)"
4538,X03,1,"(9, 9)"
