run,bus_id,station,time,duration,direction
1,6,X07,38568,46,0
1,11,X07,38578,54,1
1,4,X04,38590,51,0
1,5,X17,38590,54,1
1,13,X01,38619,48,1
1,12,X18,38656,51,0
1,6,X06,38680,56,0
1,7,X16,38756,57,1
1,14,X20,38770,48,0
1,6,X05,38807,58,0
1,15,X11,38810,53,0
1,16,X06,38814,42,1
1,13,X03,38822,51,1
1,7,X17,38923,55,1
1,6,X04,38926,59,0
1,12,X16,38945,59,0
1,11,X11,38964,59,1
1,16,X08,39035,56,1
1,6,X03,39064,54,0
1,12,X15,39065,59,0
1,13,X05,39065,49,1
1,0,X02,39071,52,1
1,7,X18,39092,59,1
1,11,X12,39106,59,1
1,6,X02,39218,54,0
1,11,X13,39224,59,1
1,7,X19,39233,43,1
1,13,X07,39278,54,1
1,1,X19,39282,55,0
1,0,X04,39297,53,1
1,2,X01,39339,54,1
1,11,X14,39342,59,1
1,10,X09,39355,58,0
1,8,X03,39398,44,0
1,14,X15,39407,50,0
1,16,X12,39445,54,1
1,11,X15,39462,57,1
1,13,X09,39489,56,1
1,9,X19,39512,59,1
1,0,X06,39521,49,1
1,8,X02,39543,59,0
1,14,X14,39550,59,0
1,2,X03,39554,51,1
1,16,X13,39560,51,1
1,15,X05,39574,49,0
1,9,X20,39640,50,1
1,10,X07,39656,59,0
1,10,X06,39787,55,0
1,0,X10,39905,48,1
1,12,X07,39926,43,0
1,4,X04,40006,48,1
1,0,X11,40064,58,1
1,3,X14,40248,52,0
1,13,X16,40253,57,1
1,14,X06,40328,58,0
1,7,X19,40347,58,0
1,14,X05,40472,56,0
1,7,X18,40514,58,0
1,2,X12,40528,44,1
1,12,X02,40531,43,0
1,6,X06,40642,59,1
1,0,X17,40666,57,1
1,3,X09,40762,58,0
1,6,X07,40773,59,1
1,6,X08,40910,56,1
1,8,X08,41198,52,1
1,9,X15,41255,59,0
1,8,X09,41320,53,1
1,2,X19,41344,58,1
1,9,X14,41396,59,0
1,3,X03,41397,58,0
1,15,X09,41643,46,1
1,13,X19,41813,52,0
1,15,X11,41905,50,1
1,5,X02,41927,50,0
1,9,X09,41956,58,0
1,6,X19,42011,58,1
1,16,X12,42305,43,0
1,10,X12,42329,56,1
1,1,X02,42377,58,1
1,2,X20,42393,50,0
1,8,X20,42477,46,1
1,11,X07,42496,53,0
1,1,X03,42534,45,1
1,13,X11,42702,50,0
1,11,X04,42789,54,0
1,16,X06,42865,57,0
1,12,X14,42939,53,1
1,0,X10,43120,48,0
1,5,X03,43230,58,1
1,16,X03,43244,59,0
1,6,X19,43246,58,0
1,0,X09,43263,58,0
1,7,X02,43389,48,1
1,16,X02,43403,43,0
1,8,X20,43454,51,0
1,1,X12,43473,48,1
1,13,X03,43517,58,0
1,7,X03,43528,48,1
1,16,X01,43597,52,0
1,13,X02,43653,59,0
1,5,X07,43706,41,1
1,7,X04,43716,52,1
1,8,X18,43724,53,0
1,1,X14,43725,41,1
1,7,X05,43825,41,1
1,9,X03,43835,58,1
1,13,X01,43842,59,0
1,8,X17,43861,58,0
1,5,X08,43862,48,1
1,2,X07,43869,57,0
1,9,X04,43976,59,1
1,2,X06,43990,57,0
1,11,X01,43992,56,1
1,8,X16,44014,53,0
1,9,X05,44097,59,1
1,0,X01,44098,58,0
1,1,X17,44126,48,1
1,10,X20,44180,44,0
1,9,X06,44228,55,1
1,7,X09,44261,56,1
1,6,X11,44292,45,0
1,11,X04,44316,42,1
1,11,X05,44412,53,1
1,7,X10,44416,43,1
1,15,X15,44462,51,0
1,3,X17,44486,48,1
1,7,X11,44560,58,1
1,3,X18,44592,49,1
1,6,X07,44664,58,0
1,13,X01,44702,50,1
1,11,X07,44707,59,1
1,5,X17,44789,54,1
1,11,X08,44847,58,1
1,16,X06,44889,42,1
1,15,X12,44900,58,0
1,5,X18,44910,55,1
1,9,X12,44974,49,1
1,12,X16,45016,49,0
1,16,X07,45036,49,1
1,15,X11,45078,54,0
1,9,X13,45116,56,1
1,16,X08,45159,55,1
1,11,X11,45176,44,1
1,10,X12,45200,51,0
1,1,X20,45248,51,0
1,0,X03,45274,51,1
1,16,X09,45322,45,1
1,10,X11,45356,57,0
1,12,X13,45392,58,0
1,10,X10,45477,57,0
1,1,X18,45534,59,0
1,9,X17,45536,57,1
1,12,X12,45537,55,0
1,15,X07,45541,56,0
1,7,X20,45578,58,1
1,13,X09,45600,58,1
1,11,X14,45604,51,1
1,9,X18,45645,50,1
1,0,X06,45663,41,1
1,1,X17,45673,58,0
1,13,X10,45753,43,1
1,2,X04,45760,58,1
1,16,X14,45874,58,1
1,2,X05,45882,53,1
1,9,X20,45901,54,1
1,12,X09,45923,45,0
1,16,X15,46010,58,1
1,12,X08,46038,54,0
1,0,X10,46048,48,1
1,3,X16,46110,58,0
1,16,X16,46124,48,1
1,10,X04,46183,46,0
1,4,X05,46200,53,1
1,6,X02,46248,49,1
1,3,X15,46259,58,0
1,16,X17,46268,48,1
1,4,X06,46331,49,1
1,13,X15,46331,42,1
1,0,X12,46377,53,1
1,3,X14,46424,58,0
1,13,X16,46448,42,1
1,8,X01,46520,51,1
1,3,X13,46548,46,0
1,2,X11,46561,59,1
1,16,X20,46571,58,1
1,14,X07,46578,58,0
1,13,X17,46585,55,1
1,7,X18,46635,46,0
1,4,X08,46638,47,1
1,2,X12,46686,55,1
1,13,X18,46700,56,1
1,14,X06,46715,56,0
1,3,X12,46732,59,0
1,8,X03,46748,54,1
1,2,X13,46810,45,1
1,3,X11,46892,59,0
1,12,X01,46906,58,0
1,9,X18,46930,55,0
1,2,X14,46936,58,1
1,5,X12,47037,48,0
1,2,X15,47054,52,1
1,0,X19,47090,57,1
1,1,X05,47136,58,0
1,5,X11,47157,58,0
1,11,X19,47175,45,0
1,0,X20,47233,58,1
1,1,X04,47262,58,0
1,5,X10,47310,59,0
1,2,X18,47354,46,1
1,7,X12,47381,44,0
1,11,X17,47389,46,0
1,1,X03,47434,48,0
1,5,X09,47468,58,0
1,7,X11,47485,41,0
1,6,X13,47567,41,1
1,11,X16,47575,59,0
1,11,X15,47687,57,0
1,3,X03,47701,58,0
1,8,X11,47746,52,1
1,4,X19,47783,56,1
1,3,X02,47839,58,0
1,8,X12,47849,49,1
1,9,X10,47914,57,0
1,4,X20,47917,44,1
1,9,X09,48060,59,0
1,7,X06,48127,59,0
1,8,X14,48159,41,1
1,9,X08,48185,59,0
1,9,X07,48314,59,0
1,9,X06,48469,57,0
1,9,X05,48601,55,0
1,9,X04,48716,47,0
1,11,X06,48814,44,0
1,11,X05,48910,55,0
1,11,X04,49026,49,0
1,11,X03,49192,49,0
1,11,X02,49304,43,0
