time,station,direction,buses
40216,X12,1,"(0, 0)"
40217,X12,1,"(0, 0)"
40217,X05,0,"(12, 12)"
40218,X12,1,"(0, 0)"
40218,X05,0,"(12, 12)"
40219,X12,1,"(0, 0)"
40219,X05,0,"(12, 12)"
40220,X05,0,"(12, 12)"
40221,X18,0,"(5, 5)"
40221,X05,0,"(12, 12)"
40222,X18,0,"(5, 5)"
40222,X20,0,"(7, 7)"
40223,X20,0,"(7, 7)"
40223,X18,0,"(5, 5)"
40223,X09,1,"(2, 2)"
40224,X20,0,"(7, 7)"
40224,X18,0,"(5, 5)"
40224,X09,1,"(2, 2)"
40225,X18,0,"(5, 5)"
40225,X09,1,"(2, 2)"
40225,X20,0,"(7, 7)"
40226,X18,0,"(5, 5)"
40226,X09,1,"(2, 2)"
40226,X20,0,"(7, 7)"
40227,X09,1,"(2, 2)"
40227,X20,0,"(7, 7)"
40227,X18,0,"(5, 5)"
40228,X18,0,"(5, 5)"
40228,X09,1,"(2, 2)"
40228,X20,0,"(7, 7)"
40229,X20,0,"(7, 7)"
40229,X09,1,"(2, 2)"
40229,X18,0,"(5, 5)"
40230,X20,0,"(7, 7)"
40230,X18,0,"(5, 5)"
40230,X09,1,"(2, 2)"
40230,X07,0,"(14, 14)"
40231,X20,0,"(7, 7)"
40231,X18,0,"(5, 5)"
40231,X09,1,"(2, 2)"
40231,X07,0,"(14, 14)"
40232,X18,0,"(5, 5)"
40232,X20,0,"(7, 7)"
40232,X09,1,"(2, 2)"
40232,X07,0,"(14, 14)"
40233,X07,0,"(14, 14)"
40233,X09,1,"(2, 2)"
40233,X18,0,"(5, 5)"
40233,X20,0,"(7, 7)"
40234,X09,1,"(2, 2)"
40234,X07,0,"(14, 14)"
40234,X18,0,"(5, 5)"
40234,X20,0,"(7, 7)"
40235,X09,1,"(2, 2)"
40235,X18,0,"(5, 5)"
40235,X07,0,"(14, 14)"
40235,X20,0,"(7, 7)"
40236,X20,0,"(7, 7)"
40236,X09,1,"(2, 2)"
40236,X07,0,"(14, 14)"
40236,X18,0,"(5, 5)"
40237,X07,0,"(14, 14)"
40237,X18,0,"(5, 5)"
40237,X20,0,"(7, 7)"
40238,X07,0,"(14, 14)"
40238,X14,0,"(3, 3)"
40238,X20,0,"(7, 7)"
40238,X18,0,"(5, 5)"
40239,X20,0,"(7, 7)"
40239,X07,0,"(14, 14)"
40239,X18,0,"(5, 5)"
40239,X14,0,"(3, 3)"
40240,X07,0,"(14, 14)"
40240,X20,0,"(7, 7)"
40240,X14,0,"(3, 3)"
40240,X18,0,"(5, 5)"
40241,X18,0,"(5, 5)"
40241,X14,0,"(3, 3)"
40241,X07,0,"(14, 14)"
40241,X20,0,"(7, 7)"
40242,X20,0,"(7, 7)"
40242,X18,0,"(5, 5)"
40242,X14,0,"(3, 3)"
40242,X07,0,"(14, 14)"
40243,X20,0,"(7, 7)"
40243,X18,0,"(5, 5)"
40243,X14,0,"(3, 3)"
40243,X07,0,"(14, 14)"
40244,X07,0,"(14, 14)"
40244,X14,0,"(3, 3)"
40244,X20,0,"(7, 7)"
40244,X18,0,"(5, 5)"
40244,X16,1,"(13, 13)"
40245,X20,0,"(7, 7)"
40245,X16,1,"(13, 13)"
40245,X14,0,"(3, 3)"
40245,X18,0,"(5, 5)"
40245,X07,0,"(14, 14)"
40246,X16,1,"(13, 13)"
40246,X07,0,"(14, 14)"
40246,X20,0,"(7, 7)"
40246,X14,0,"(3, 3)"
40246,X18,0,"(5, 5)"
40247,X07,0,"(14, 14)"
40247,X14,0,"(3, 3)"
40247,X16,1,"(13, 13)"
40247,X18,0,"(5, 5)"
40247,X20,0,"(7, 7)"
40248,X14,0,"(3, 3)"
40248,X20,0,"(7, 7)"
40248,X07,0,"(14, 14)"
